date,open,high,low,close,volume,adj
2000-02-18,110.181641,110.838913,106.596558,107.552582,8026376,62.18964
2000-02-22,107.07457,108.448853,103.967499,106.118546,8006921,61.360493
2000-02-23,105.640533,105.640533,103.728493,103.967499,7777324,60.116669
2000-02-24,104.027245,106.118546,103.429733,105.640533,9531152,61.084057
2000-02-25,105.043022,105.043022,100.322655,103.250481,10786561,59.702065
2000-02-28,100.023903,101.816444,99.366638,99.904396,8869975,57.767277
2000-02-29,100.920174,100.920174,96.498566,98.231361,10967205,56.7999
2000-03-01,97.514343,100.86042,95.662048,95.841301,11304959,55.417877
2000-03-02,96.080307,100.800667,95.124283,98.589867,11707773,57.007175
2000-03-03,102.533463,105.162521,101.398186,103.250481,10630289,59.702065
2000-03-06,105.102776,106.118546,96.558319,98.530113,11241780,56.97263
2000-03-07,101.338432,102.294456,97.215584,98.47036,10496715,56.938095
2000-03-08,98.47036,102.17495,98.231361,101.577438,8761714,58.734676
2000-03-09,101.816444,103.250481,99.545891,103.250481,6625469,59.702065
2000-03-10,102.891968,104.206497,100.382408,100.621414,7419487,58.181892
2000-03-13,99.426384,104.206497,97.992355,102.951721,8233066,59.529327
2000-03-14,103.011475,105.162521,102.652962,103.847992,8340490,60.047565
2000-03-15,102.772469,103.489487,101.457932,102.294456,5926531,59.149273
2000-03-16,104.206497,104.983269,103.130974,104.206497,6927135,60.25486
2000-03-17,103.489487,106.77581,102.951721,105.162521,9264736,60.807644
2000-03-20,105.162521,108.389099,105.102776,107.791588,6865421,62.327869
2000-03-21,107.851341,109.643883,107.014816,108.508606,7083094,62.742477
2000-03-22,109.46463,110.301147,108.867111,109.225624,6420139,63.157066
2000-03-23,110.77916,110.77916,106.716064,110.181641,6791050,63.709824
2000-03-24,110.301147,116.873802,110.002388,115.320267,12683378,66.681114
2000-03-27,119.502869,122.60994,119.144356,121.29541,12408593,70.136093
2000-03-28,120.219887,121.414917,116.69455,117.112808,8524482,67.717628
2000-03-29,116.933556,117.053062,113.288719,113.766731,7648666,65.782845
2000-03-30,113.647224,117.59082,113.467972,117.351814,9579268,67.855835
2000-03-31,117.232315,118.307838,111.914436,113.169212,8383899,65.437317
2000-04-03,114.722755,116.993309,114.18499,116.634796,8070518,67.4412
2000-04-04,116.156792,121.355164,110.002388,115.858032,17433891,66.992096
2000-04-05,115.200768,120.219887,114.483749,119.502869,9093401,69.099609
2000-04-06,118.068832,122.370934,117.232315,117.351814,9296220,67.855835
2000-04-07,118.068832,120.160133,116.156792,117.710327,5627794,68.06311
2000-04-10,119.263863,119.861374,116.216537,116.754303,5760636,67.510315
2000-04-11,116.276291,116.276291,112.631454,114.125237,8094680,65.990128
2000-04-12,114.364243,114.364243,106.77581,108.747612,9293919,62.880646
2000-04-13,107.552582,109.28537,105.162521,105.76004,8615274,61.153145
2000-04-14,104.983269,107.791588,98.350861,100.382408,12323972,58.043667
2000-04-17,99.306885,107.313576,98.769119,106.95507,10428097,61.844166
2000-04-18,107.313576,110.062141,105.222275,106.596558,8582953,61.636837
2000-04-19,104.923515,104.923515,98.291107,100.382408,15349527,58.043667
2000-04-20,100.382408,100.621414,97.574089,99.426384,11122432,57.490906
2000-04-24,97.514343,102.473709,96.797325,101.816444,8915163,58.872868
2000-04-25,101.816444,108.030594,101.756691,107.552582,10016914,62.18964
2000-04-26,107.552582,108.926865,104.206497,105.640533,6467209,61.084057
2000-04-27,104.684509,108.150093,103.907745,105.76004,6608105,61.153145
2000-04-28,107.07457,107.731834,105.282028,106.596558,5113476,61.636837
2000-05-01,107.552582,108.209846,105.580788,107.07457,4389121,61.913269
2000-05-02,106.118546,108.628105,105.819794,106.477058,4272910,61.567764
2000-05-03,105.640533,106.238052,101.876198,103.36998,5798815,59.771168
2000-05-04,104.326004,104.385757,102.473709,102.891968,3798340,59.494766
2000-05-05,101.935944,104.804016,101.816444,103.130974,4911075,59.632996
2000-05-08,103.310226,105.521034,102.891968,104.923515,5048937,60.742676
2000-05-09,105.640533,105.76004,103.489487,104.206497,5088685,60.327545
2000-05-10,100.86042,101.039673,97.574089,98.47036,10473284,57.006779
2000-05-11,99.426384,102.772469,98.64962,99.844643,8479085,57.802364
2000-05-12,99.187378,101.099426,98.709366,99.844643,5857286,57.802364
2000-05-15,99.426384,100.262909,97.514343,99.605644,6179559,57.664047
2000-05-16,100.501915,104.445503,100.382408,104.206497,7600027,60.327545
2000-05-17,102.772469,104.086998,101.457932,103.130974,5778627,59.704914
2000-05-18,101.457932,102.593208,100.083649,101.398186,4787751,58.701778
2000-05-19,101.398186,102.772469,100.382408,101.756691,6714483,58.909348
2000-05-22,101.338432,104.445503,98.888626,104.445503,7080792,60.465919
2000-05-23,104.206497,105.162521,102.413956,102.652962,6253929,59.428177
2000-05-24,101.816444,105.162521,99.605644,104.804016,8560673,60.67347
2000-05-25,105.640533,107.313576,101.696938,101.816444,6242110,58.943935
2000-05-26,100.86042,102.473709,99.964149,102.234703,4494557,59.186054
2000-05-30,103.011475,106.118546,102.951721,106.058792,3783905,61.399902
2000-05-31,105.640533,105.879539,102.473709,102.593208,3904195,59.393604
2000-06-01,102.832214,104.146751,100.86042,101.338432,5975275,58.667156
2000-06-02,104.206497,104.923515,102.891968,104.027245,5725072,60.223797
2000-06-05,103.668739,109.165871,103.668739,107.851341,7616344,62.437675
2000-06-06,107.313576,109.584129,106.357552,107.433075,5616392,62.195515
2000-06-07,107.552582,116.39579,106.596558,115.67878,11626813,66.969154
2000-06-08,114.125237,116.933556,112.332695,114.483749,9754578,66.277306
2000-06-09,114.603249,115.439774,113.647224,114.423996,4957099,66.242706
2000-06-12,113.88623,115.141014,113.617355,113.617355,3807754,65.775749
2000-06-13,113.647224,114.663002,111.615677,114.065491,4192996,66.035164
2000-06-14,113.647224,114.722755,110.420647,110.898659,5525600,64.201813
2000-06-15,110.898659,113.766731,110.77916,111.67543,5634070,64.65155
2000-06-16,111.197418,112.511948,108.2696,108.2696,8416325,62.679798
2000-06-19,108.508606,115.081261,108.2696,115.081261,6337923,66.623222
2000-06-20,114.722755,115.38002,110.301147,111.257172,7430575,64.40937
2000-06-21,110.4804,110.838913,108.508606,109.46463,6785402,63.371613
2000-06-22,109.106117,109.28537,106.357552,106.895317,5076343,61.884167
2000-06-23,108.508606,108.628105,105.939293,106.95507,3515501,61.918785
2000-06-26,108.030594,110.659653,107.911087,109.375,3792691,63.319725
2000-06-27,106.716064,107.851341,103.967499,104.923515,6911863,60.742676
2000-06-28,105.162521,110.121895,105.043022,108.777489,6732684,62.973782
2000-06-29,106.835564,109.345123,105.222275,108.98661800000001,8042171,63.094894
2000-06-30,107.731834,108.209846,103.847992,104.744263,9008780,60.638893
2000-07-03,103.967499,105.043022,103.549232,104.684509,2410402,60.604294
2000-07-05,100.979927,100.979927,96.677818,100.382408,14999222,58.113735
2000-07-06,100.382408,100.501915,95.602295,96.797325,13527604,56.038227
2000-07-07,98.171608,100.442162,97.15583,100.442162,9447158,58.148293
2000-07-10,100.083649,100.322655,98.350861,98.769119,4405961,57.17976
2000-07-11,98.709366,99.426384,96.558319,97.514343,5878311,56.45332
2000-07-12,98.64962,101.218925,98.111855,100.023903,5805823,57.906158
2000-07-13,100.800667,101.278679,97.514343,99.426384,5930506,57.56023
2000-07-14,99.187378,100.262909,98.589867,99.366638,4204920,57.525658
2000-07-17,99.844643,103.130974,99.605644,100.86042,6937804,58.390453
2000-07-18,99.545891,100.203156,98.111855,98.769119,6749524,57.17976
2000-07-19,97.872849,104.684509,96.558319,103.967499,8139344,60.189186
2000-07-20,107.07457,112.631454,106.835564,112.093689,24108626,64.893623
2000-07-21,111.854683,111.854683,108.747612,109.703636,9378854,63.510006
2000-07-24,109.106117,110.540154,106.716064,107.552582,7127862,62.264664
2000-07-25,108.2696,108.389099,105.401527,107.07457,5822977,61.987984
2000-07-26,106.118546,107.433075,104.086998,105.043022,6977238,60.811871
2000-07-27,105.043022,106.596558,104.505257,105.461281,4233580,61.053997
2000-07-28,106.238052,107.552582,104.086998,106.895317,5601958,61.884167
2000-07-31,105.640533,108.687859,105.222275,107.313576,5348721,62.126312
2000-08-01,107.07457,107.492828,105.401527,105.640533,3134339,61.157745
2000-08-02,106.118546,109.823135,105.879539,109.225624,6148283,63.233238
2000-08-03,108.030594,111.376671,107.373329,110.898659,5823500,64.201813
2000-08-04,110.898659,111.376671,109.28537,110.77916,4665683,64.132614
2000-08-07,111.496178,113.766731,110.719406,111.197418,6182592,64.374779
2000-08-08,110.599907,114.364243,110.4804,113.647224,6000588,65.866638
2000-08-09,113.766731,115.499519,113.527725,113.527725,6888328,65.797401
2000-08-10,113.527725,114.961761,112.691208,114.483749,5736369,66.351479
2000-08-11,114.483749,116.455544,113.945984,115.320267,6424950,66.836288
2000-08-14,114.722755,118.248085,114.065491,117.829826,5177072,68.290771
2000-08-15,116.69455,117.232315,115.439774,116.634796,4579493,67.598137
2000-08-16,115.738525,117.531075,114.244743,116.993309,6219516,67.805977
2000-08-17,114.483749,117.411568,114.244743,117.112808,4537966,67.875206
2000-08-18,116.993309,117.949333,114.842255,115.141014,4317365,66.732399
2000-08-21,115.738525,116.814056,114.782501,116.097038,3382973,67.286484
2000-08-22,115.858032,116.814056,115.67878,116.037285,2896792,67.251862
2000-08-23,115.021507,118.307838,114.603249,117.829826,4446755,68.290771
2000-08-24,117.59082,119.921127,117.292068,119.323616,6263762,69.156517
2000-08-25,118.845604,124.163483,118.785851,123.326958,8659834,71.476707
2000-08-28,124.163483,127.330307,124.043976,125.717018,8929284,72.861946
2000-08-29,125.717018,128.346085,125.239006,127.031548,6317840,73.62381
2000-08-30,125,125.717018,123.864723,124.581741,5155525,72.203941
2000-08-31,126.075523,128.286331,125.836517,126.209969,5721097,73.147636
2000-09-01,127.2108,129.003342,126.792542,127.748566,6042010,74.039337
2000-09-05,126.971794,127.449806,125.059753,125.418259,4301257,72.688797
2000-09-06,125.119499,128.943588,124.641495,125.657265,6770758,72.827278
2000-09-07,126.075523,128.585083,126.075523,127.50956,4835449,73.900848
2000-09-08,126.673042,127.091301,123.685471,123.80497,5223410,71.753799
2000-09-11,122.251434,122.60994,118.188339,119.024857,7968114,68.983391
2000-09-12,119.323616,121.29541,118.606598,119.502869,5231778,69.260406
2000-09-13,117.710327,123.147705,117.351814,122.072182,5725386,70.749512
2000-09-14,122.370934,123.50621,120.757645,121.29541,4629073,70.299278
2000-09-15,121.235657,121.653923,119.263863,119.502869,5733858,69.260406
2000-09-18,119.741875,120.458893,117.650574,117.829826,4113709,68.290771
2000-09-19,117.351814,120.697899,117.172562,119.443115,3494686,69.225784
2000-09-20,119.204109,120.996651,118.068832,119.263863,4836076,69.121902
2000-09-21,118.726097,121.116158,114.722755,116.156792,4500101,67.321136
2000-09-22,117.59082,118.845604,115.977531,118.427345,6202885,68.637047
2000-09-25,119.024857,121.056404,115.67878,117.59082,4488386,68.152214
2000-09-26,114.722755,116.515297,113.169212,113.88623,6503191,66.005157
2000-09-27,114.782501,115.021507,110.420647,112.810707,6222549,65.381851
2000-09-28,112.213196,113.647224,109.942642,110.181641,5553319,63.858116
2000-09-29,110.420647,111.79493,105.401527,107.672081,10035952,62.403637
2000-10-02,107.672081,114.364243,107.672081,112.631454,9280321,65.277893
2000-10-03,113.647224,114.125237,105.162521,105.700287,12284433,61.260849
2000-10-04,105.521034,109.823135,103.788239,109.345123,12205669,63.37326
2000-10-05,108.807358,109.524376,106.656311,108.209846,5802162,62.715309
2000-10-06,108.98661800000001,111.018166,107.791588,110.898659,6389386,64.273651
2000-10-09,110.838913,114.125237,109.28537,112.750954,5123308,65.347183
2000-10-10,111.496178,111.97419,107.492828,109.823135,5872453,63.650322
2000-10-11,106.95507,107.97084,102.772469,107.07457,9179487,62.057343
2000-10-12,109.225624,109.345123,98.589867,98.589867,10151325,57.139847
2000-10-13,99.605644,105.580788,99.605644,104.266251,9510860,60.429729
2000-10-16,106.596558,108.150093,103.788239,106.238052,8065078,61.572517
2000-10-17,107.014816,108.867111,103.788239,108.030594,9291095,62.611435
2000-10-18,92.495216,94.765778,86.281075,91.24044,31147579,52.880322
2000-10-19,93.690247,94.168259,88.611374,92.196465,18793377,53.434414
2000-10-20,90.941681,92.017204,90.04541,90.583176,9800183,52.499393
2000-10-23,90.583176,90.822182,87.057838,88.790634,9768176,51.460487
2000-10-24,88.910133,90.224663,86.221321,87.416351,9232205,50.66399
2000-10-25,86.520073,86.938339,83.114243,83.711761,14705191,48.51693
2000-10-26,84.13002,88.790634,83.771507,88.671127,10601942,51.391216
2000-10-27,88.910133,89.567398,86.998085,89.567398,6727244,51.910664
2000-10-30,89.388145,89.627151,86.34082,89.208893,8455864,51.702888
2000-10-31,89.627151,94.765778,89.627151,94.168259,11404120,54.577198
2000-11-01,94.108505,95.482796,92.973228,94.228012,7809645,54.611832
2000-11-02,94.646271,97.813095,94.168259,97.45459,7787575,56.481853
2000-11-03,97.992355,98.111855,95.004784,95.721794,6117531,55.477573
2000-11-06,95.482796,97.872849,95.064529,95.901054,4653131,55.581478
2000-11-07,96.677818,98.948372,96.25956,97.813095,5669948,56.68964
2000-11-08,99.067879,99.187378,94.885277,95.602295,7312377,55.478798
2000-11-09,92.495216,95.602295,91.479446,95.064529,9464103,55.166733
2000-11-10,93.690247,94.048759,88.910133,88.910133,7121063,51.595284
2000-11-13,87.774857,95.064529,87.595604,93.152489,9084405,54.057171
2000-11-14,94.885277,95.482796,94.168259,95.124283,5387841,55.201431
2000-11-15,95.124283,95.662048,93.331741,95.004784,4351674,55.132061
2000-11-16,94.885277,95.303535,93.929253,93.929253,3911726,54.507923
2000-11-17,93.989006,97.992355,93.929253,97.45459,8072400,56.553711
2000-11-20,97.036331,98.709366,96.438812,98.709366,7768224,57.281887
2000-11-21,98.709366,99.784897,94.168259,94.168259,7511012,54.646633
2000-11-22,94.168259,96.379066,93.989006,94.168259,5791807,54.646633
2000-11-24,95.004784,97.275337,94.885277,95.542542,2612385,55.444126
2000-11-27,96.020554,97.514343,94.108505,94.108505,4044045,54.611958
2000-11-28,94.407265,96.319313,93.092735,93.570747,5019859,54.299877
2000-11-29,93.451241,95.542542,92.435471,95.423042,5778732,55.374813
2000-11-30,93.690247,93.690247,88.193115,89.388145,11141364,51.872704
2000-12-01,90.284416,94.94503,90.224663,91.419693,7871255,53.051628
2000-12-04,91.778206,94.825523,91.5392,94.048759,5822873,54.577286
2000-12-05,96.020554,100.143402,95.24379,98.828873,8163193,57.351208
2000-12-06,97.275337,97.335083,90.642921,92.495216,10561357,53.675735
2000-12-07,90.881927,91.718452,89.02964,89.02964,8286412,51.664661
2000-12-08,93.690247,94.646271,91.5392,92.734222,6423068,53.814442
2000-12-11,92.25621,93.929253,89.627151,90.822182,6470138,52.704891
2000-12-12,91.061188,91.897705,88.432121,89.746651,8277312,52.080746
2000-12-13,90.702675,92.375717,86.699333,87.237091,7314260,50.624413
2000-12-14,87.954109,89.567398,87.774857,88.372368,6413444,51.28323
2000-12-15,86.042068,86.699333,83.472755,83.950768,14910207,48.717335
2000-12-18,84.488525,86.520073,84.488525,86.520073,8047715,50.208324
2000-12-19,86.221321,90.284416,85.862808,86.161568,8059744,50.000298
2000-12-20,82.098473,84.13002,81.082695,82.217972,13158052,47.711784
2000-12-21,81.73996,84.070267,76.541588,77.975624,13310873,45.249901
2000-12-22,80.783936,85.44455,80.783936,85.086044,9951644,49.376141
2000-12-26,85.086044,85.623802,80.54493,81.082695,6330706,47.052982
2000-12-27,81.022942,84.249519,79.887665,80.963196,8624375,46.983639
2000-12-28,79.827919,84.309273,78.513381999999993,81.500954,10249336,47.295685
2000-12-29,83.114243,83.114243,80.54493,81.261948,7263110,47.156994
2001-01-02,80.783936,83.652008,80.42543,81.082695,8375531,47.052982
2001-01-03,80.066925,90.822182,80.066925,90.463669,13357315,52.496838
2001-01-04,90.583176,95.363289,88.611374,89.089386,16129843,51.699364
2001-01-05,89.806404,90.523422,86.998085,89.866158,8413187,52.150089
2001-01-08,89.388145,89.806404,87.535851,89.447899,6343781,51.907406
2001-01-09,90.284416,91.5392,87.416351,88.491875,7894267,51.352581
2001-01-10,88.432121,90.762428,87.655357,89.328392,8008281,51.838028
2001-01-11,88.85038,90.105164,87.237091,89.567398,10078210,51.976707
2001-01-12,89.567398,92.196465,88.312622,89.686905,6744608,52.046066
2001-01-16,89.627151,89.866158,87.774857,88.671127,5932807,51.456596
2001-01-17,91.180687,93.451241,90.164917,92.435471,10174442,53.64106
2001-01-18,99.784897,105.162521,98.948372,103.549232,26406165,60.090519
2001-01-19,102.772469,108.926865,102.533463,106.357552,15441261,61.720188
2001-01-22,104.684509,105.102776,103.429733,103.788239,10060951,60.229198
2001-01-23,104.744263,105.102776,102.891968,104.266251,10278937,60.506599
2001-01-24,104.266251,106.536804,104.146751,105.580788,7071901,61.269398
2001-01-25,105.282028,106.238052,104.624763,105.879539,5211277,61.442776
2001-01-26,104.804016,110.181641,104.385757,109.165871,9513579,63.34988
2001-01-29,107.552582,110.420647,107.523903,109.923515,5360750,63.789547
2001-01-30,109.942642,111.615677,108.413002,111.481834,8621132,64.693863
2001-01-31,110.659653,111.615677,107.07457,107.07457,8696653,62.136292
2001-02-01,107.456978,109.311661,106.309753,109.034416,5837517,63.273609
2001-02-02,107.791588,108.977058,104.780113,105.420647,5678106,61.176491
2001-02-05,104.588913,107.648186,104.493309,107.284897,5348930,62.258324
2001-02-06,107.294456,110.602295,106.309753,109.168259,7872614,63.351265
2001-02-07,108.413002,112.428299,107.715103,111.768639,9421217,64.934204
2001-02-08,111.768639,113.001915,109.015297,109.082214,8766317,63.373478
2001-02-09,109.015297,109.933075,106.118546,107.07457,6609465,62.207111
2001-02-12,105.688339,110.630974,105.449333,109.847038,7038848,63.817822
2001-02-13,109.13002,112.217972,108.097511,108.747612,7524087,63.179073
2001-02-14,108.747612,111.061188,107.552582,110.038239,7356413,63.928905
2001-02-15,111.663483,113.422562,111.261948,111.644356,8471240,64.862
2001-02-16,109.512428,110.659653,108.929253,109.942642,7398358,63.873352
2001-02-20,109.512428,110.516251,105.908218,106.596558,7058722,61.929398
2001-02-21,104.732315,106.596558,102.571701,102.782028,9578117,59.713268
2001-02-22,101.816444,106.022942,98.833649,104.110901,12247614,60.485275
2001-02-23,102.772469,102.772469,95.841301,99.426384,15979324,57.76371
2001-02-26,101.147224,101.147224,97.351814,100.669212,8727929,58.485779
2001-02-27,100.286804,102.170174,98.049713,98.078392,10238143,56.980583
2001-02-28,98.422562,98.986618000000007,94.741875,95.506691,12482127,55.486511
2001-03-01,94.933075,101.72084,93.212234,101.38623,15796692,58.902344
2001-03-02,99.426384,102.915871,96.500954,97.801147,15423793,56.819523
2001-03-05,98.288719,100.956024,98.126198,100.296364,7054119,58.269161
2001-03-06,101.577438,103.632889,100.621414,101.338432,8493520,58.874592
2001-03-07,102.724663,103.489487,101.01338199999999,102.820267,8147189,59.735462
2001-03-08,102.456978,102.619499,100.736137,101.787766,7106106,59.135616
2001-03-09,100.382408,100.391968,93.594643,94.923515,17455753,55.147697
2001-03-12,93.594643,94.072655,90.841301,91.290634,15161561,53.037109
2001-03-13,90.917786,94.110901,90.057358,94.063095,12685783,54.647812
2001-03-14,91.20459,94.550667,89.235184,90.783936,14901944,52.742725
2001-03-15,91.778206,93.565964,90.984703,91.357552,8807320,53.075962
2001-03-16,89.770554,89.770554,84.32122,86.137665,20950752,50.043396
2001-03-19,86.998085,88.718925,85.277245,88.527725,10706333,51.431938
2001-03-20,87.571701,87.982796,84.225624,84.416824,10565751,49.043636
2001-03-21,84.560226,87.571701,83.891014,85.162521,11519598,49.47686
2001-03-22,85.200768,86.998085,83.79541,85.181641,13941297,49.48798
2001-03-23,89.388145,90.812622,86.319313,89.397705,12796346,51.937374
2001-03-26,91.061188,91.453156,89.627151,91.20459,8975935,52.987103
2001-03-27,89.866158,95.602295,89.837479,95.124283,12396355,55.264347
2001-03-28,93.594643,94.120461,90.105164,90.258125,12437463,52.437237
2001-03-29,90.305923,92.801147,90.114723,90.86042,11039170,52.787159
2001-03-30,92.25621,93.2696,90.956024,91.950287,9896520,53.42033
2001-04-02,93.164436,93.785851,89.46463,90.497131,9191202,52.576099
2001-04-03,90.439774,90.487572,86.137665,86.414917,13943180,50.20446
2001-04-04,86.472275,89.913956,86.089867,87.954109,14137318,51.098694
2001-04-05,91.586998,95.602295,91.328873,93.891014,13081381,54.547852
2001-04-06,93.690247,95.602295,92.160614,93.642448,14041713,54.403416
2001-04-09,94.168259,94.397705,89.67495,91.778206,9922984,53.320385
2001-04-10,92.734222,95.506691,92.313576,94.694077,10982372,55.0144
2001-04-11,97.036331,97.456978,91.586998,93.145317,12027326,54.114628
2001-04-12,92.160614,93.212234,90.965584,91.969406,9822045,53.431419
2001-04-16,91.969406,95.497131,91.013381999999993,92.495216,9611171,53.736912
2001-04-17,92.734222,95.487572,92.734222,95.315491,10415336,55.37542
2001-04-18,98.47036,105.162521,97.801147,101.816444,20725758,59.152283
2001-04-19,107.07457,110.803062,105.592735,109.435944,27010230,63.579002
2001-04-20,109.32122,111.281075,108.747612,109.780113,13346019,63.778927
2001-04-23,108.996178,109.034416,106.768639,107.07457,8930225,62.207111
2001-04-24,108.413002,109.703636,107.361374,107.715103,9144132,62.579239
2001-04-25,107.07457,109.799232,107.06501,109.799232,7173991,63.790024
2001-04-26,109.894836,111.567879,108.680687,108.738052,7684021,63.173538
2001-04-27,111.663483,111.759079,109.512428,111.089867,7730568,64.539864
2001-04-30,111.281075,112.858505,109.67495,110.076485,7695631,63.951126
2001-05-01,110.755257,113.432121,109.847038,113.298279,8149177,65.822884
2001-05-02,113.097511,113.718925,108.738052,110.32505,10152685,64.095535
2001-05-03,109.560226,110.038239,107.40918,108.699806,6880588,63.151299
2001-05-04,107.07457,110.764816,106.309753,110.764816,9080744,64.351013
2001-05-07,111.089867,112.093689,109.942642,110.803062,6368676,64.373238
2001-05-08,112.093689,112.571701,110.420647,112.523903,7955667,65.452042
2001-05-09,111.089867,112.982796,110.229446,111.835564,8033489,65.051666
2001-05-10,113.288719,113.671127,110.133842,110.133842,8361619,64.061813
2001-05-11,108.747612,109.13002,106.080307,106.892921,8776149,62.17667
2001-05-14,106.309753,108.202675,106.118546,107.60994,5496521,62.593735
2001-05-15,108.508606,109.13002,107.552582,108.585083,6143576,63.160999
2001-05-16,107.552582,110.707458,107.265778,110.707458,8155348,64.395477
2001-05-17,110.707458,111.940727,109.99044,110.00956,7204534,63.989525
2001-05-18,110.00956,112.504784,109.847038,112.275337,7023785,65.307487
2001-05-21,112.762909,114.627151,112.380501,113.80497,8796232,66.197227
2001-05-22,114.435944,114.435944,112.093689,112.820267,6281544,65.624451
2001-05-23,112.619499,113.718925,111.950287,112.237091,6697120,65.285248
2001-05-24,112.332695,114.340347,112.332695,114.340347,8081814,66.508636
2001-05-25,114.263863,114.627151,112.581261,112.619499,5888039,65.50766
2001-05-29,112.189293,112.418739,110.019119,110.200768,6085628,64.100761
2001-05-30,108.98661800000001,109.082214,107.07457,107.695984,10040240,62.643799
2001-05-31,107.695984,108.852776,106.7304,106.883362,7033409,62.171131
2001-06-01,107.552582,108.60421,106.978966,107.92543,5375289,62.777271
2001-06-04,108.2696,109.703636,107.887192,108.642448,3987561,63.194332
2001-06-05,108.642448,112.428299,108.565964,111.826004,6437502,65.046143
2001-06-06,112.428299,113.766731,111.376671,112.332695,10066913,65.340836
2001-06-07,111.854683,113.049713,111.854683,112.093689,6719190,65.201828
2001-06-08,112.332695,112.332695,110.516251,110.994263,3241659,64.562309
2001-06-11,111.185471,112.94455,110.994263,112.198853,6843664,65.263008
2001-06-12,111.615677,112.619499,110.468452,112.093689,7637369,65.201828
2001-06-13,112.093689,113.26004,111.405357,111.414917,5965547,64.806969
2001-06-14,110.516251,110.975143,108.977058,110.659653,7847615,64.367653
2001-06-15,110.038239,110.372849,108.393883,108.60421,13043725,63.172104
2001-06-18,108.967499,110.363289,108.326958,109.244743,5421209,63.544662
2001-06-19,111.147224,112.093689,109.521988,109.789673,6435829,63.86161
2001-06-20,108.508606,109.933075,106.845123,108.116638,9234402,62.888477
2001-06-21,107.217972,109.65583,106.462715,107.648186,8530967,62.615974
2001-06-22,107.648186,109.397705,107.552582,107.906311,5865131,62.766159
2001-06-25,108.747612,109.847038,106.864243,107.695984,5936991,62.643799
2001-06-26,106.357552,109.034416,106.214149,108.068832,7407667,62.860668
2001-06-27,108.126198,109.158699,107.504784,108.527725,5035549,63.12759
2001-06-28,108.79541,111.806885,108.747612,110.038239,8557326,64.006218
2001-06-29,110.516251,111.520073,108.030594,108.508606,9913360,63.116478
2001-07-02,108.508606,110.32505,107.992355,109.32122,6185103,63.589161
2001-07-03,109.082214,109.168259,107.801147,108.011475,3478787,62.827286
2001-07-05,107.648186,108.27916,106.873802,107.170174,4622274,62.337959
2001-07-06,106.022942,106.022942,101.156792,101.816444,12243012,59.223824
2001-07-09,101.816444,102.246651,99.091782,100.114723,9740980,58.233959
2001-07-10,100.124283,100.764816,97.131927,97.476097,10738864,56.699146
2001-07-11,97.131927,99.550667,97.093689,99.282982,9304588,57.750175
2001-07-12,101.242828,103.059273,100.975143,102.533463,9169654,59.6409
2001-07-13,101.481834,104.493309,101.443596,103.757172,8202523,60.35268
2001-07-16,103.757172,104.569794,102.562141,103.078392,5575285,59.957886
