date,close,time,lnclose
5/3/2000,109.75,88,4.69820499420166
5/4/2000,109,89,4.6913480758667
5/5/2000,103,90,4.63472890853882
5/8/2000,104.4375,91,4.64858865737915
5/9/2000,104.4375,92,4.64858865737915
5/10/2000,104.1875,93,4.64619207382202
5/11/2000,109,94,4.6913480758667
5/12/2000,107.875,95,4.68097305297852
5/15/2000,106.0625,96,4.66402864456177
5/16/2000,106.4375,97,4.66755819320679
5/17/2000,109.25,98,4.69363880157471
5/18/2000,107.375,99,4.67632722854614
5/19/2000,109.625,100,4.69706535339356
5/22/2000,106.5,101,4.66814517974854
5/23/2000,106.9375,102,4.67224454879761
5/24/2000,110.9375,103,4.70896720886231
5/25/2000,107.375,104,4.67632722854614
5/26/2000,106,105,4.66343927383423
5/29/2000,108.8125,106,4.68962621688843
5/30/2000,112.4375,107,4.7223973274231
5/31/2000,112.375,108,4.72184133529663
6/1/2000,121,109,4.79579067230225
6/2/2000,119.75,110,4.7854061126709
6/5/2000,119.6875,111,4.78488397598267
6/6/2000,118.875,112,4.77807235717773
6/7/2000,119.3125,113,4.78174591064453
6/8/2000,116,114,4.75359010696411
6/9/2000,116.8125,115,4.76057004928589
6/12/2000,116.875,116,4.76110506057739
6/13/2000,120.125,117,4.78853273391724
6/14/2000,116.375,118,4.75681781768799
6/15/2000,114.5,119,4.74057483673096
6/16/2000,111.5,120,4.71402454376221
6/19/2000,111.875,121,4.71738195419312
6/20/2000,114.375,122,4.73948240280151
6/21/2000,109.75,123,4.69820499420166
6/22/2000,113.6875,124,4.73345327377319
6/23/2000,114,125,4.73619842529297
6/26/2000,109.5625,126,4.69649505615234
6/27/2000,109.5,127,4.69592475891113
6/28/2000,104,128,4.64439105987549
6/29/2000,101.75,129,4.62251901626587
6/30/2000,104.6875,130,4.65097951889038
7/3/2000,103.125,131,4.63594198226929
7/4/2000,102.25,132,4.6274209022522
7/5/2000,104.625,133,4.65038251876831
7/6/2000,104,134,4.64439105987549
7/7/2000,103.9375,135,4.64378976821899
7/10/2000,106,136,4.66343927383423
7/11/2000,103.3125,137,4.63775825500488
7/12/2000,107.75,138,4.67981386184692
7/13/2000,112,139,4.71849870681763
7/14/2000,114.75,140,4.74275588989258
7/17/2000,112.5,141,4.72295331954956
7/18/2000,111.75,142,4.71626424789429
7/19/2000,109.875,143,4.69934320449829
7/20/2000,110.3125,144,4.70331716537476
7/21/2000,111.8125,145,4.71682357788086
7/24/2000,112.25,146,4.72072839736939
7/25/2000,110.5,147,4.70501565933228
7/26/2000,114.25,148,4.73838901519775
7/27/2000,116,149,4.75359010696411
7/28/2000,115.875,150,4.75251197814941
7/31/2000,116.3125,151,4.75628042221069
8/1/2000,119,152,4.77912330627441
8/2/2000,118.75,153,4.77702045440674
8/3/2000,119.75,154,4.7854061126709
8/4/2000,120.625,155,4.79268646240234
8/7/2000,123.25,156,4.8142147064209
8/8/2000,122,157,4.80402088165283
8/9/2000,122.375,158,4.80709028244019
8/10/2000,122.5,159,4.8081111907959
8/11/2000,120.1875,160,4.78905296325684
8/14/2000,121.4375,161,4.79939985275269
8/15/2000,121.375,162,4.79888486862183
8/16/2000,123.25,163,4.8142147064209
8/17/2000,124.8125,164,4.82681274414063
8/18/2000,129,165,4.85981225967407
8/21/2000,130,166,4.86753463745117
8/22/2000,132.875,167,4.88940906524658
8/23/2000,130.3125,168,4.86993551254272
8/24/2000,132,169,4.88280200958252
8/25/2000,133.625,170,4.89503717422485
8/28/2000,131.1875,171,4.87662744522095
8/29/2000,131.4375,172,4.87853145599365
8/30/2000,133.375,173,4.89316463470459
8/31/2000,129.5,174,4.86368083953857
9/1/2000,124.625,175,4.82530927658081
9/4/2000,125,176,4.82831382751465
9/5/2000,127.3125,177,4.84664487838745
9/6/2000,126.875,178,4.84320211410522
9/7/2000,125.0625,179,4.82881355285645
9/8/2000,123.25,180,4.8142147064209
9/11/2000,125.125,181,4.82931327819824
9/12/2000,124.375,182,4.82330131530762
9/13/2000,123,183,4.81218433380127
9/14/2000,124,184,4.82028150558472
9/15/2000,123,185,4.81218433380127
9/18/2000,119.125,186,4.78017330169678
9/19/2000,118,187,4.77068471908569
9/20/2000,115.3125,188,4.74764585494995
9/21/2000,112.625,189,4.72406387329102
9/22/2000,117.8125,190,4.76909446716309
9/25/2000,110.5625,191,4.7055811882019
9/26/2000,114.375,192,4.73948240280151
9/27/2000,113.1875,193,4.72904586791992
9/28/2000,116,194,4.75359010696411
9/29/2000,117.9375,195,4.77015495300293
10/2/2000,114.875,196,4.74384450912476
10/3/2000,112,197,4.71849870681763
10/4/2000,103.125,198,4.63594198226929
10/5/2000,109.0625,199,4.69192123413086
10/6/2000,111.125,200,4.7106556892395
10/9/2000,113,201,4.72738790512085
10/10/2000,95.4375,202,4.5584716796875
10/11/2000,96.4375,203,4.56889533996582
10/12/2000,94.75,204,4.55124187469482
10/13/2000,92.875,205,4.53125429153442
10/16/2000,91.4375,206,4.51565551757813
10/17/2000,87.5625,207,4.47235298156738
10/18/2000,92.75,208,4.52990770339966
10/19/2000,93.6875,209,4.53996467590332
10/20/2000,93.3125,210,4.53595399856567
10/23/2000,98.5,211,4.59005641937256
10/24/2000,98.5625,212,4.59069108963013
10/25/2000,101.9375,213,4.62436008453369
10/26/2000,100.125,214,4.60641956329346
10/27/2000,100.3125,215,4.60829019546509
10/30/2000,102.3125,216,4.62803173065186
10/31/2000,100,217,4.60517024993897
11/1/2000,99.4375,218,4.59952926635742
11/2/2000,93,219,4.53259944915772
11/3/2000,97.4375,220,4.57921123504639
11/6/2000,99.5,221,4.60015773773193
11/7/2000,99.375,222,4.59890079498291
11/8/2000,98.25,223,4.58751535415649
11/9/2000,101.9375,224,4.62436008453369
11/10/2000,103.25,225,4.63715314865112
11/13/2000,98.5,226,4.59005641937256
11/14/2000,98.5,227,4.59005641937256
11/15/2000,99.9375,228,4.60454511642456
11/16/2000,98.4375,229,4.58942174911499
11/17/2000,97.875,230,4.58369112014771
11/20/2000,99.8125,231,4.60329341888428
11/21/2000,93.5,232,4.53796148300171
11/22/2000,95.625,233,4.56043434143066
11/23/2000,98.375,234,4.58878660202026
11/24/2000,103.375,235,4.63836336135864
11/27/2000,96.75,236,4.57213020324707
11/28/2000,95.375,237,4.55781650543213
11/29/2000,97,238,4.57471084594727
11/30/2000,95,239,4.55387687683106
12/1/2000,93.875,240,4.54196405410767
12/4/2000,91.25,241,4.51360321044922
12/5/2000,92.4375,242,4.5265326499939
12/6/2000,87.8125,243,4.47520399093628
12/7/2000,90.5,244,4.50534963607788
12/8/2000,90.125,245,4.50119781494141
12/11/2000,86,246,4.45434713363647
12/12/2000,81.5625,247,4.40136957168579
12/13/2000,89,248,4.48863649368286
12/14/2000,84.8125,249,4.44044303894043
12/15/2000,84.6875,250,4.43896818161011
12/18/2000,85.25,251,4.44558811187744
12/19/2000,85,252,4.44265127182007
12/20/2000,84.8125,253,4.44044303894043
12/21/2000,94.625,254,4.54992151260376
12/22/2000,93.1875,255,4.53461360931397
12/25/2000,94,256,4.54329490661621
12/26/2000,93.5625,257,4.53862953186035
12/27/2000,92.5625,258,4.52788400650024
12/28/2000,93.4375,259,4.53729295730591
12/29/2000,93.6875,260,4.53996467590332
1/1/2001,93.8125,261,4.54129791259766
1/2/2001,92.75,262,4.52990770339966
1/3/2001,96.6875,263,4.57148408889771
1/4/2001,108.3125,264,4.68502044677734
1/5/2001,111.25,265,4.71178007125855
1/8/2001,108.5625,266,4.68732595443726
1/9/2001,109.0625,267,4.69192123413086
1/10/2001,110.4375,268,4.70444965362549
1/11/2001,110.75,269,4.707275390625
1/12/2001,114.1875,270,4.73784160614014
1/15/2001,115,271,4.74493217468262
1/16/2001,116.625,272,4.7589635848999
1/17/2001,112,273,4.71849870681763
1/18/2001,114.0625,274,4.73674631118774
1/19/2001,110.25,275,4.70275068283081
1/22/2001,112.25,276,4.72072839736939
1/23/2001,114.1875,277,4.73784160614014
1/24/2001,116.9375,278,4.76163959503174
1/25/2001,114.125,279,4.73729419708252
1/26/2001,112,280,4.71849870681763
1/29/2001,114.875,281,4.74384450912476
1/30/2001,113.75,282,4.7340030670166
1/31/2001,115.125,283,4.746018409729
2/1/2001,116.75,284,4.76003503799439
2/2/2001,115,285,4.74493217468262
2/5/2001,111.5,286,4.71402454376221
2/6/2001,107.5,287,4.67749071121216
2/7/2001,108.875,288,4.6902003288269
2/8/2001,104,289,4.64439105987549
2/9/2001,105.3125,290,4.65693235397339
2/12/2001,102.5625,291,4.63047218322754
2/13/2001,99.875,292,4.603919506073
2/14/2001,106.0625,293,4.66402864456177
2/15/2001,102.3125,294,4.62803173065186
2/16/2001,104.9375,295,4.65336513519287
2/19/2001,106,296,4.66343927383423
2/20/2001,107.5625,297,4.67807197570801
2/21/2001,106.5,298,4.66814517974854
2/22/2001,99.3125,299,4.59827136993408
2/23/2001,95.5,300,4.55912637710571
2/26/2001,98.375,301,4.58878660202026
2/27/2001,94.9375,302,4.55321884155273
2/28/2001,95.5625,303,4.55978059768677
3/1/2001,90.125,304,4.50119781494141
3/2/2001,92.625,305,4.52855920791626
3/5/2001,88.3125,306,4.480881690979
3/6/2001,89.0625,307,4.48933839797974
3/7/2001,89.125,308,4.49003982543945
3/8/2001,93.5,309,4.53796148300171
3/9/2001,95.375,310,4.55781650543213
3/12/2001,99.5,311,4.60015773773193
3/13/2001,94.4375,312,4.54793834686279
3/14/2001,95.0625,313,4.55453443527222
3/15/2001,96.1875,314,4.56629943847656
3/16/2001,94.6875,315,4.55058193206787
3/19/2001,90.375,316,4.50396776199341
3/20/2001,92,317,4.52178859710693
3/21/2001,98.1875,318,4.58687877655029
3/22/2001,97.9375,319,4.58432960510254
3/23/2001,96,320,4.5643482208252
3/26/2001,99.0625,321,4.59575080871582
3/27/2001,97.4375,322,4.57921123504639
3/28/2001,96.1875,323,4.56629943847656
3/29/2001,96.75,324,4.57213020324707
3/30/2001,99.6875,325,4.60204029083252
4/2/2001,106.5,326,4.66814517974854
4/3/2001,114.468803405762,327,4.74030256271362
4/4/2001,114.828102111816,328,4.74343633651733
4/5/2001,112,329,4.71849870681763
4/6/2001,112.671897888184,330,4.72448015213013
4/9/2001,114.843803405762,331,4.74357318878174
4/10/2001,115.140602111816,332,4.74615383148193
4/11/2001,118.515602111816,333,4.77504444122314
4/12/2001,115.406303405762,334,4.74845886230469
4/13/2001,113.703102111816,335,4.73359060287476
4/16/2001,115.859397888184,336,4.7523775100708
4/17/2001,115.906303405762,337,4.75278234481812
4/18/2001,117.703102111816,338,4.76816558837891
4/19/2001,116.984397888184,339,4.76204061508179
4/20/2001,115.203102111816,340,4.74669647216797
4/23/2001,111.8125,341,4.71682357788086
4/24/2001,112.5625,342,4.72350883483887
4/25/2001,113.578102111816,343,4.73249053955078
4/26/2001,115.796897888184,344,4.75183773040772
4/27/2001,115.0625,345,4.74547529220581
4/30/2001,117.4375,346,4.76590633392334
5/1/2001,119.046897888184,347,4.77951765060425
5/2/2001,118.015602111816,348,4.77081680297852
5/3/2001,117.406303405762,349,4.76564073562622
5/4/2001,119.593803405762,350,4.7841010093689
5/7/2001,117.796897888184,351,4.76896190643311
5/8/2001,114.5625,352,4.74112033843994
5/9/2001,112.656303405762,353,4.72434139251709
5/10/2001,111.796897888184,354,4.71668386459351
5/11/2001,112.890602111816,355,4.72641944885254
5/14/2001,113.640602111816,356,4.73304080963135
5/15/2001,116.968803405762,357,4.76190710067749
5/16/2001,117.5,358,4.76643848419189
5/17/2001,117.25,359,4.7643084526062
5/18/2001,116.093803405762,360,4.75439834594727
5/21/2001,117.359397888184,361,4.76524114608765
5/22/2001,117.25,362,4.7643084526062
5/23/2001,116.546897888184,363,4.75829362869263
5/24/2001,115.75,364,4.7514328956604
5/25/2001,113.593803405762,365,4.73262882232666
5/28/2001,114.265602111816,366,4.738525390625
5/29/2001,114.843803405762,367,4.74357318878174
5/30/2001,113.093803405762,368,4.72821760177612
5/31/2001,112.593803405762,369,4.7237868309021
6/1/2001,112.875,370,4.72628116607666
6/4/2001,112.656303405762,371,4.72434139251709
6/5/2001,113.046897888184,372,4.72780275344849
6/6/2001,113.515602111816,373,4.73194026947022
6/7/2001,115.093803405762,374,4.74574756622314
6/8/2001,113.5,375,4.73180294036865
6/11/2001,114.343803405762,376,4.73920965194702
6/12/2001,112.984397888184,377,4.72724962234497
6/13/2001,112.093803405762,378,4.71933603286743
6/14/2001,106.5,379,4.66814517974854
6/15/2001,104.718803405762,380,4.65127849578857
6/18/2001,101.953102111816,381,4.62451314926147
6/19/2001,103.843803405762,382,4.64288806915283
6/20/2001,107.25,383,4.67516279220581
6/21/2001,108.531303405762,384,4.68703842163086
6/22/2001,107.8125,385,4.6803936958313
6/25/2001,108.531303405762,386,4.68703842163086
6/26/2001,104.281303405762,387,4.64709186553955
6/27/2001,104,388,4.64439105987549
6/28/2001,105.703102111816,389,4.66063404083252
6/29/2001,105.843803405762,390,4.66196441650391
7/2/2001,104.515602111816,391,4.64933633804321
7/3/2001,104.890602111816,392,4.65291786193848
7/4/2001,106,393,4.66343927383423
7/5/2001,104.703102111816,394,4.6511287689209
7/6/2001,105.843803405762,395,4.66196441650391
7/9/2001,105.203102111816,396,4.65589284896851
7/10/2001,107.0625,397,4.67341279983521
7/11/2001,108.796897888184,398,4.68948268890381
7/12/2001,108.1875,399,4.68386602401733
7/13/2001,106.515602111816,400,4.6682915687561
7/16/2001,106.25,401,4.66579484939575
7/17/2001,104.1875,402,4.64619207382202
7/18/2001,104.078102111816,403,4.6451416015625
7/19/2001,104.953102111816,404,4.65351343154907
7/20/2001,105.859397888184,405,4.66211175918579
7/23/2001,106.203102111816,406,4.66535329818726
7/24/2001,105.015602111816,407,4.65410900115967
7/25/2001,105.75,408,4.66107797622681
7/26/2001,104.593803405762,409,4.65008449554443
7/27/2001,104.093803405762,410,4.64529228210449
7/30/2001,101.890602111816,411,4.62389993667603
7/31/2001,103.953102111816,412,4.64393997192383
8/1/2001,103,413,4.63472890853882
8/2/2001,106.984397888184,414,4.67268323898315
8/3/2001,106.859397888184,415,4.67151403427124
8/6/2001,104.953102111816,416,4.65351343154907
8/7/2001,104.125,417,4.645592212677
8/8/2001,100.359397888184,418,4.60875749588013
8/9/2001,99.9531021118164,419,4.60470104217529
8/10/2001,101.484397888184,420,4.6199049949646
8/13/2001,100.343803405762,421,4.60860252380371
8/14/2001,98,422,4.58496761322022
8/15/2001,96.5938034057617,423,4.57051467895508
8/16/2001,96.4688034057617,424,4.5692195892334
8/17/2001,93.3438034057617,425,4.53628969192505
8/20/2001,96.4063034057617,426,4.5685715675354
8/21/2001,96,427,4.5643482208252
8/22/2001,93.4063034057617,428,4.53695869445801
8/23/2001,90.5,429,4.50534963607788
8/24/2001,94.7968978881836,430,4.55173683166504
8/27/2001,94.4531021118164,431,4.54810333251953
8/28/2001,91.2968978881836,432,4.5141167640686
8/29/2001,90,433,4.49980974197388
8/30/2001,91.7188034057617,434,4.51872730255127
8/31/2001,92.7031021118164,435,4.52940177917481
9/3/2001,93.7656021118164,436,4.54079818725586
9/4/2001,96.9531021118164,437,4.57422733306885
9/5/2001,97.3125,438,4.5779275894165
9/6/2001,98.0156021118164,439,4.58512687683106
9/7/2001,98.5,440,4.59005641937256
9/10/2001,97.1406021118164,441,4.57615947723389
9/11/2001,97.25,442,4.57728481292725
9/12/2001,99.4063034057617,443,4.59921550750732
9/13/2001,100.843803405762,444,4.61357259750366
9/14/2001,102,445,4.62497282028198
9/17/2001,101.843803405762,446,4.62344026565552
9/18/2001,102.906303405762,447,4.63381910324097
9/19/2001,101.265602111816,448,4.61774682998657
9/20/2001,102.656303405762,449,4.63138675689697
9/21/2001,105.25,450,4.65633869171143
9/24/2001,105.8125,451,4.66166877746582
9/25/2001,108.5625,452,4.68732595443726
9/26/2001,110.656303405762,453,4.70642900466919
9/27/2001,111.156303405762,454,4.7109375
9/28/2001,108.625,455,4.68790149688721
10/1/2001,108.656303405762,456,4.68818950653076
10/2/2001,108.0625,457,4.68270969390869
10/3/2001,109.890602111816,458,4.69948530197144
10/4/2001,109.5,459,4.69592475891113
10/5/2001,109.968803405762,460,4.70019674301147
10/8/2001,114.1875,461,4.73784160614014
10/9/2001,113.843803405762,462,4.73482751846314
10/10/2001,113.8125,463,4.73455238342285
10/11/2001,114.078102111816,464,4.73688316345215
10/12/2001,114.859397888184,465,4.74370861053467
10/15/2001,116.703102111816,466,4.75963306427002
10/16/2001,114.343803405762,467,4.73920965194702
10/17/2001,114.75,468,4.74275588989258
10/18/2001,114.5,469,4.74057483673096
10/19/2001,115,470,4.74493217468262
10/22/2001,115.4375,471,4.74872922897339
10/23/2001,114.343803405762,472,4.73920965194702
10/24/2001,115.343803405762,473,4.74791717529297
10/25/2001,116.328102111816,474,4.75641489028931
10/26/2001,114.203102111816,475,4.73797845840454
10/29/2001,112.156303405762,476,4.71989345550537
10/30/2001,114.4375,477,4.74002885818481
10/31/2001,115.593803405762,478,4.75008249282837
11/1/2001,114.125,479,4.73729419708252
11/2/2001,116.640602111816,480,4.75909757614136
11/5/2001,121.406303405762,481,4.79914283752441
11/6/2001,120.140602111816,482,4.78866291046143
11/7/2001,120.406303405762,483,4.79087209701538
11/8/2001,119.656303405762,484,4.78462362289429
11/9/2001,121.5,485,4.79991436004639
11/12/2001,123.203102111816,486,4.81383419036865
11/13/2001,120.25,487,4.78957271575928
11/14/2001,121.093803405762,488,4.79656553268433
11/15/2001,121.343803405762,489,4.79862785339356
11/16/2001,122.203102111816,490,4.8056845664978
11/19/2001,123.890602111816,491,4.81939888000488
11/20/2001,122.703102111816,492,4.8097677230835
11/21/2001,122,493,4.80402088165283
11/22/2001,121.453102111816,494,4.79952812194824
11/23/2001,122.406303405762,495,4.80734586715698
11/26/2001,123.5,496,4.81624126434326
11/27/2001,122.906303405762,497,4.81142234802246
11/28/2001,120.953102111816,498,4.79540300369263
11/29/2001,121.5,499,4.79991436004639
11/30/2001,123.656303405762,500,4.81750583648682
12/3/2001,125.593803405762,501,4.83305311203003
12/4/2001,124.046897888184,502,4.82065963745117
12/5/2001,124.703102111816,503,4.82593584060669
12/6/2001,124.484397888184,504,4.82418060302734
12/7/2001,122.140602111816,505,4.80517292022705
12/10/2001,120.3125,506,4.79009246826172
12/11/2001,118.046897888184,507,4.77108192443848
12/12/2001,118.843803405762,508,4.77781009674072
12/13/2001,117.25,509,4.7643084526062
12/14/2001,119.906303405762,510,4.78671073913574
12/17/2001,114.25,511,4.73838901519775
12/18/2001,110.5,512,4.70501565933228
12/19/2001,107.906303405762,513,4.68126344680786
12/20/2001,108.718803405762,514,4.68876457214356
12/21/2001,109.281303405762,515,4.69392538070679
12/24/2001,108.156303405762,516,4.68357753753662
12/25/2001,103,517,4.63472890853882
12/26/2001,105.546897888184,518,4.65915536880493
12/27/2001,107.890602111816,519,4.68111753463745
12/28/2001,108,520,4.68213129043579
12/31/2001,106.796897888184,521,4.67092895507813
1/1/2002,106.296897888184,522,4.66623592376709
1/2/2002,106.625,523,4.66931819915772
1/3/2002,103.906303405762,524,4.64348936080933
1/4/2002,104.984397888184,525,4.65381193161011
1/7/2002,107.375,526,4.67632722854614
1/8/2002,106.5625,527,4.66873168945313
1/9/2002,108.0625,528,4.68270969390869
1/10/2002,107.890602111816,529,4.68111753463745
1/11/2002,102.890602111816,530,4.63366651535034
1/14/2002,99.5468978881836,531,4.60062885284424
1/15/2002,99.3125,532,4.59827136993408
1/16/2002,96.375,533,4.56824684143066
1/17/2002,98.4531021118164,534,4.58958053588867
1/18/2002,98.2968978881836,535,4.58799266815186
1/21/2002,97.1563034057617,536,4.57632112503052
1/22/2002,97.8281021118164,537,4.58321189880371
1/23/2002,98.125,538,4.58624219894409
1/24/2002,103.015602111816,539,4.63488054275513
1/25/2002,105.906303405762,540,4.66255474090576
1/28/2002,105.671897888184,541,4.66033887863159
1/29/2002,106.296897888184,542,4.66623592376709
1/30/2002,103.703102111816,543,4.6415319442749
1/31/2002,105.093803405762,544,4.65485334396362
2/1/2002,105.234397888184,545,4.65619039535522
2/4/2002,108.5,546,4.68674993515015
2/5/2002,107.1875,547,4.67457962036133
2/6/2002,106.593803405762,548,4.66902542114258
2/7/2002,106.796897888184,549,4.67092895507813
2/8/2002,106.343803405762,550,4.66667747497559
2/11/2002,107.484397888184,551,4.67734575271606
2/12/2002,105.5,552,4.65871095657349
2/13/2002,106.781303405762,553,4.67078304290772
2/14/2002,105.593803405762,554,4.65959978103638
2/15/2002,103.5625,555,4.64017534255981
2/18/2002,102.906303405762,556,4.63381910324097
2/19/2002,103.390602111816,557,4.63851404190064
2/20/2002,104,558,4.64439105987549
2/21/2002,102.859397888184,559,4.63336277008057
2/22/2002,100.953102111816,560,4.6146559715271
2/25/2002,99.9531021118164,561,4.60470104217529
2/26/2002,100.843803405762,562,4.61357259750366
2/27/2002,97.25,563,4.57728481292725
2/28/2002,87.4063034057617,564,4.47056722640991
3/1/2002,87.7343978881836,565,4.47431421279907
3/4/2002,89.0156021118164,566,4.48881149291992
3/5/2002,84.1875,567,4.43304634094238
3/6/2002,85.5938034057617,568,4.44961309432983
3/7/2002,85.3438034057617,569,4.44668769836426
3/8/2002,86.2031021118164,570,4.45670604705811
3/11/2002,84.8125,571,4.44044303894043
3/12/2002,88.9531021118164,572,4.48810911178589
3/13/2002,89,573,4.48863649368286
3/14/2002,87.9375,574,4.4766263961792
3/15/2002,87.3281021118164,575,4.46967220306397
3/18/2002,86.5,576,4.46014451980591
3/19/2002,86.7031021118164,577,4.46248960494995
3/20/2002,84.7031021118164,578,4.43915224075317
3/21/2002,83.8906021118164,579,4.42951345443726
3/22/2002,83.7656021118164,580,4.42802238464356
3/25/2002,84.2968978881836,581,4.43434524536133
3/26/2002,83.8593978881836,582,4.42914152145386
3/27/2002,81.7813034057617,583,4.40404844284058
3/28/2002,76,584,4.33073329925537
3/29/2002,76.5,585,4.33729076385498
4/1/2002,82.4531021118164,586,4.41222953796387
4/2/2002,79.9375,587,4.38124513626099
4/3/2002,79.6875,588,4.37811279296875
4/4/2002,82.1875,589,4.40900325775147
4/5/2002,85.4843978881836,590,4.44833374023438
4/8/2002,84.5,591,4.43675136566162
4/9/2002,85.4531021118164,592,4.44796752929688
4/10/2002,85.6875,593,4.45070695877075
4/11/2002,84.4531021118164,594,4.43619632720947
4/12/2002,83.4531021118164,595,4.42428493499756
4/15/2002,84,596,4.43081665039063
4/16/2002,84.3438034057617,597,4.43490123748779
4/17/2002,83.0938034057617,598,4.41997003555298
4/18/2002,82.0781021118164,599,4.4076714515686
4/19/2002,81.5938034057617,600,4.40175342559814
4/22/2002,82.25,601,4.40976333618164
4/23/2002,80.4531021118164,602,4.38767433166504
4/24/2002,78.1093978881836,603,4.35811042785645
4/25/2002,79.3125,604,4.37339591979981
4/26/2002,80.5468978881836,605,4.38883972167969
4/29/2002,79.6563034057617,606,4.37772130966187
4/30/2002,78.2968978881836,607,4.36050796508789
5/1/2002,76.7968978881836,608,4.34116411209106
5/2/2002,75.4843978881836,609,4.32392597198486
5/3/2002,74.6563034057617,610,4.31289482116699
5/6/2002,75.5938034057617,611,4.32537412643433
5/7/2002,76.1718978881836,612,4.33299255371094
5/8/2002,77.1406021118164,613,4.34562969207764
5/9/2002,75.9375,614,4.32991075515747
5/10/2002,73.3438034057617,615,4.29515790939331
5/13/2002,71.5781021118164,616,4.27078914642334
5/14/2002,68.75,617,4.23047685623169
5/15/2002,69.7031021118164,618,4.24424505233765
5/16/2002,68.5938034057617,619,4.22820234298706
5/17/2002,70.0468978881836,620,4.24916505813599
5/20/2002,71.9063034057617,621,4.27536392211914
5/21/2002,72,622,4.27666616439819
5/22/2002,67.5938034057617,623,4.21351623535156
5/23/2002,68.5781021118164,624,4.22797346115112
5/24/2002,70.5156021118164,625,4.25583410263062
5/27/2002,73.5,626,4.29728555679321
5/28/2002,71.2968978881836,627,4.26685285568237
5/29/2002,69.6718978881836,628,4.24379682540894
5/30/2002,68.7656021118164,629,4.23070383071899
5/31/2002,69.4063034057617,630,4.23997783660889
6/3/2002,69.2031021118164,631,4.2370457649231
6/4/2002,71,632,4.26268005371094
